1000	H000	0.5	H	0000	0000	0.0	L	0000	0000	1.0	
1000	L000	0.0	H	0000	0000	0.0	L	0000	0000	0.0	
2000	H000	1.0	H	1000	H000	0.0	L	1000	H000	1.0	
2000	L000	0.25	H	1000	H000	0.0	L	1000	L000	0.0	
1100	HH00	1.0	H	1000	H000	0.0	L	1000	H000	1.0	
1100	HL00	0.25	H	1000	L000	0.0	L	1000	H000	0.0	
1100	LL00	0.0	H	1000	L000	0.0	L	1000	L000	0.0	
3000	H000	1.5	H	2000	H000	0.0	L	2000	H000	1.0	
3000	L000	0.625	H	2000	H000	0.0	L	2000	L000	0.0	
2100	HH00	1.5	H	1100	HH00	0.0	L	1100	HH00	1.0	
2100	HL00	0.625	H	1100	HL00	0.0	L	2000	H000	0.0	
2100	LH00	0.25	H	2000	L000	0.0	L	1100	HL00	0.0	
2100	LL00	0.125	H	1100	HL00	0.0	L	1100	LL00	0.0	
1110	HHH0	1.5	H	1100	HH00	0.0	L	1100	HH00	1.0	
1110	HHL0	0.625	H	1100	HL00	0.0	L	1100	HH00	0.0	
1110	HLL0	0.125	H	1100	LL00	0.0	L	1100	HL00	0.0	
1110	LLL0	0.0	H	1100	LL00	0.0	L	1100	LL00	0.0	
4000	*000	1.0625	H	3000	H000	0.0	L	3000	L000	0.0	
3100	HH00	2.0	H	2100	HH00	0.0	L	2100	HH00	1.0	
3100	HL00	1.0625	H	2100	HL00	0.0	L	3000	H000	0.0	
3100	LH00	0.4375	H	3000	L000	0.0	L	2100	LH00	0.0	
3100	LL00	0.375	H	2100	HL00	0.0	L	2100	LL00	0.0	
2200	HH00	2.0	H	2100	HH00	0.0	L	2100	HH00	1.0	
2200	HL00	0.4375	H	2100	LH00	0.0	L	2100	HL00	0.0	
2200	LL00	0.1875	H	2100	LH00	0.0	L	2100	LL00	0.0	
2110	HHH0	2.0	H	1110	HHH0	0.0	L	1110	HHH0	1.0	
2110	HHL0	1.0625	H	1110	HHL0	0.0	L	2100	HH00	0.0	
2110	HLL0	0.375	H	1110	HLL0	0.0	L	2100	HL00	0.0	
2110	LHH0	0.4375	H	2100	LH00	0.0	L	1110	HHL0	0.0	
2110	LHL0	0.125	H	2100	LL00	0.0	L	1110	HLL0	0.0	
2110	LLL0	0.0625	H	1110	HLL0	0.0	L	1110	LLL0	0.0	
1111	HHHH	2.0	H	1110	HHH0	0.0	L	1110	HHH0	1.0	
1111	HHHL	1.0625	H	1110	HHL0	0.0	L	1110	HHH0	0.0	
1111	HHLL	0.375	H	1110	HLL0	0.0	L	1110	HHL0	0.0	
1111	HLLL	0.0625	H	1110	LLL0	0.0	L	1110	HLL0	0.0	
1111	LLLL	0.0	H	1110	LLL0	0.0	L	1110	LLL0	0.0	
4100	*H00	0.75	H	4000	*000	0.0	L	3100	LH00	0.0	
4100	*L00	0.71875	H	3100	HL00	0.0	L	3100	LL00	0.0	
3200	HH00	2.5	H	2200	HH00	0.0	L	2200	HH00	1.0	
3200	HL00	0.75	H	2200	HL00	0.0	L	3100	HL00	0.0	
3200	LH00	0.4375	H	3100	LH00	0.0	L	2200	HL00	0.0	
3200	LL00	0.3125	H	2200	HL00	0.0	L	2200	LL00	0.0	
3110	HHH0	2.5	H	2110	HHH0	0.0	L	2110	HHH0	1.0	
3110	HHL0	1.53125	H	2110	HHL0	0.0	L	3100	HH00	0.0	
3110	HLL0	0.71875	H	2110	HLL0	0.0	L	3100	HL00	0.0	
3110	LHH0	0.4375	H	3100	LH00	0.0	L	2110	LHH0	0.0	
3110	LHL0	0.25	H	3100	LL00	0.0	L	2110	LHL0	0.0	
3110	LLL0	0.21875	H	2110	HLL0	0.0	L	2110	LLL0	0.0	
2210	HHH0	2.5	H	2110	HHH0	0.0	L	2110	HHH0	1.0	
2210	HHL0	1.53125	H	2110	HHL0	0.0	L	2200	HH00	0.0	
2210	HLH0	0.75	H	2110	LHH0	0.0	L	2110	HHL0	0.0	
