1000002033333	000000333333	1	20	000000333333	1	20	
1000001133333	000000333333	1	11	000000333333	1	11	
100000233333	000000333333	1	2	000000333333	1	2	
2000001033333	1000002033333	2	10	1000001133333	2	10	
200000133333	1000001133333	2	1	100000233333	2	1	
11000020203333	1000002033333	1	20	1000002033333	1	20	
11000020113333	1000001133333	1	20	1000002033333	1	11	
1100002023333	100000233333	1	20	1000002033333	1	2	
11000011113333	1000001133333	1	11	1000001133333	1	11	
1100001123333	100000233333	1	11	1000001133333	1	2	
110000223333	100000233333	1	2	100000233333	1	2	
300000033333	2000001033333	3	0	200000133333	3	0	
21000010203333	2000001033333	1	20	11000020113333	2	10	
21000010113333	11000020113333	2	10	11000011113333	2	10	
2100001023333	1100002023333	2	10	1100001123333	2	10	
2100001203333	200000133333	1	20	1100002023333	2	1	
2100001113333	200000133333	1	11	1100001123333	2	1	
210000123333	1100001123333	2	1	110000223333	2	1	
111000202020333	11000020203333	1	20	11000020203333	1	20	
111000202011333	11000020113333	1	20	11000020203333	1	11	
11100020202333	1100002023333	1	20	11000020203333	1	2	
111000201111333	11000011113333	1	20	11000020113333	1	11	
11100020112333	1100001123333	1	20	11000020113333	1	2	
1110002022333	110000223333	1	20	1100002023333	1	2	
111000111111333	11000011113333	1	11	11000011113333	1	11	
11100011112333	1100001123333	1	11	11000011113333	1	2	
1110001122333	110000223333	1	11	1100001123333	1	2	
111000222333	110000223333	1	2	110000223333	1	2	
3100000203333	300000033333	1	20	2100001203333	3	0	
3100000113333	300000033333	1	11	2100001113333	3	0	
310000023333	300000033333	1	2	210000123333	3	0	
22000010103333	21000010203333	2	10	21000010113333	2	10	
2200001013333	2100001203333	2	10	2100001023333	2	1	
220000113333	2100001113333	2	1	210000123333	2	1	
211000102020333	21000010203333	1	20	111000202011333	2	10	
211000102011333	21000010113333	1	20	111000201111333	2	10	
21100010202333	2100001023333	1	20	11100020112333	2	10	
211000101111333	111000201111333	2	10	111000111111333	2	10	
21100010112333	11100020112333	2	10	11100011112333	2	10	
2110001022333	1110002022333	2	10	2100001023333	1	2	
21100012020333	2100001203333	1	20	11100020202333	2	1	
21100012011333	2100001113333	1	20	11100020112333	2	1	
2110001202333	210000123333	1	20	1110002022333	2	1	
21100011111333	2100001113333	1	11	11100011112333	2	1	
2110001112333	210000123333	1	11	1110001122333	2	1	
211000122333	1110001122333	2	1	111000222333	2	1	
1111002020202033	111000202020333	1	20	111000202020333	1	20	
1111002020201133	111000202011333	1	20	111000202020333	1	11	
111100202020233	11100020202333	1	20	111000202020333	1	2	
1111002020111133	111000201111333	1	20	111000202011333	1	11	
111100202011233	11100020112333	1	20	111000202011333	1	2	
11110020202233	1110002022333	1	20	11100020202333	1	2	
1111002011111133	111000111111333	1	20	111000201111333	1	11	
111100201111233	11100011112333	1	20	111000201111333	1	2	
11110020112233	1110001122333	1	20	11100020112333	1	2	
1111002022233	111000222333	1	20	1110002022333	1	2	
1111001111111133	111000111111333	1	11	111000111111333	1	11	
111100111111233	11100011112333	1	11	111000111111333	1	2	
11110011112233	1110001122333	1	11	11100011112333	1	2	
1111001122233	111000222333	1	11	1110001122333	1	2	
111100222233	111000222333	1	2	111000222333	1	2	
3200000103333	3100000203333	2	10	2200001013333	3	0	
320000013333	3100000113333	2	1	220000113333	3	0	
